review_id,reviewer_name,title,rating,date,content
review_411601293,"The_GoodinsKansas City, Missouri613Easy-Breezy--FUN!Review ofSt. Paul History TourReviewed August 27, 2016While visiting friends in Minneapolis, I had the chance to take a Segway tour. I was excited to try it -- never having been on one previously -- and, a little cautious. . .  My friends have done it many times, and assure me it was easy.We took the ""Historic Tour of Minneapolis"" on a Wednesday afternoon. It was so fun. At first I was cautious about getting on a Segway. But the ""practice"" time, before the tour began, along with the genuinely attentive instructors, made me feel right at ease. They stayed with any and every student who had the least bit of concern about riding/guiding/stopping/starting a Segway. Before I knew it, I was a Segway Master!I am 70 and have good balance. However, learning to ""move"" by ""leaning"" was a new experience. I am not a speeder by any standards, and I thoroughly enjoyed the pace of our tour. There were several instructors with our group of 21, and the instructors were always sprinkled throughout our group as we traveled. No tour ""speaking"" began, until we were all off our Segways and assembled. I appreciated that kind of treatment. At the same time, it was sometimes difficult to hear the guide speaking since he often paced in front of the group, turning away from me -- I am hard of hearing, and the general noise of the traffic and the river, plus the wind, made it difficult to hear.One suggestion I offered was to give each guest a wireless ""Whisper."" I have used them in Europe on tours and could hear everything amid traffic and other sounds of the cities.  The Guide wears one with a microphone, and each guest turns their unit on, when the guide gives a talk. The unit is about the size of a pack of cigarettes and easily fits in a pocket or snaps on a belt or waistband.I LOVED this tour and will be eager to take other, similar tours when I can.Date of experience:August 2016Ask The_Goodins about St. Paul History TourThank The_GoodinsThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Easy-Breezy--FUN!,5.0,Date of experience:August 2016,"While visiting friends in Minneapolis, I had the chance to take a Segway tour. I was excited to try it -- never having been on one previously -- and, a little cautious. . .  My friends have done it many times, and assure me it was easy.We took the ""Historic Tour of Minneapolis"" on a Wednesday afternoon. It was so fun. At first I was cautious about getting on a Segway. But the ""practice"" time, before the tour began, along with the genuinely attentive instructors, made me feel right at ease. They stayed with any and every student who had the least bit of concern about riding/guiding/stopping/starting a Segway. Before I knew it, I was a Segway Master!I am 70 and have good balance. However, learning to ""move"" by ""leaning"" was a new experience. I am not a speeder by any standards, and I thoroughly enjoyed the pace of our tour. There were several instructors with our group of 21, and the instructors were always sprinkled throughout our group as we traveled. No tour ""speaking"" began, until we were all off our Segways and assembled. I appreciated that kind of treatment. At the same time, it was sometimes difficult to hear the guide speaking since he often paced in front of the group, turning away from me -- I am hard of hearing, and the general noise of the traffic and the river, plus the wind, made it difficult to hear.One suggestion I offered was to give each guest a wireless ""Whisper."" I have used them in Europe on tours and could hear everything amid traffic and other sounds of the cities.  The Guide wears one with a microphone, and each guest turns their unit on, when the guide gives a talk. The unit is about the size of a pack of cigarettes and easily fits in a pocket or snaps on a belt or waistband.I LOVED this tour and will be eager to take other, similar tours when I can."
review_686587853,"Chris KShoreview, Minnesota177Most fun way to see MinneapolisReview ofSt. Paul History TourReviewed July 3, 2019via mobileThe Human on a Stick Segway tour is such a fun way to see some amazing historic spots in Minneapolis! Don’t worry, even if you have never ridden a Segway you will have a great time. You will be trained and allowed to practice before setting out on the tour. Our tour guides, Ray and   Andrea were AMAZING and not only provided safe guidance, but also interesting historical tidbits along the way. If you want to see Minneapolis in a new and unique way, I highly recommend this tour!Date of experience:July 2019>Ask Chris K about St. Paul History TourThank Chris KThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at St. Paul History Tour, responded to this reviewResponded July 14, 2019Thanks for riding with us! We are so glad you enjoyed your tour, and are looking forward to seeing you again sometime!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 117 reviews",Most fun way to see Minneapolis,5.0,Date of experience:July 2019,"The Human on a Stick Segway tour is such a fun way to see some amazing historic spots in Minneapolis! Don’t worry, even if you have never ridden a Segway you will have a great time. You will be trained and allowed to practice before setting out on the tour. Our tour guides, Ray and   Andrea were AMAZING and not only provided safe guidance, but also interesting historical tidbits along the way. If you want to see Minneapolis in a new and unique way, I highly recommend this tour!"
review_270331689,"374cynthiaeParis, France119Nice tourguides and nice tourReview ofSt. Paul History TourReviewed May 6, 2015I already did the tour 2 years ago with my boyfriend and now I did it with 2 of my girl friends. I still enjoyed it very much and the tour was slightly different which made it a bit more attractive.Date of experience:April 2015Ask 374cynthiae about St. Paul History Tour1Thank 374cynthiaeThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Nice tourguides and nice tour,5.0,Date of experience:April 2015,I already did the tour 2 years ago with my boyfriend and now I did it with 2 of my girl friends. I still enjoyed it very much and the tour was slightly different which made it a bit more attractive.
review_309800221,"John MWisconsin Rapids, Wisconsin4Great Day of Fun and HistoryReview ofSt. Paul History TourReviewed September 13, 2015Had a lot of fun riding Segway's and learning about the history of Minneapolis.  Good tour guides and beautiful route for us ride and enjoy scenery.Date of experience:September 2015Ask John M about St. Paul History TourThank John MThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Great Day of Fun and History,5.0,Date of experience:September 2015,Had a lot of fun riding Segway's and learning about the history of Minneapolis.  Good tour guides and beautiful route for us ride and enjoy scenery.
review_502804067,"cjl77St. Paul, MN3258Segways are fun!Review ofSt. Paul History TourReviewed July 17, 2017My husband and I have always wanted to try a segway so we finally decided to give it a try.  We had a blast!  Our guides Michael, Adam and Chris were very friendly, funny and informative.  I was so glad we had a chance to go through Nicollet Island as I've always loved that neighborhood.  I've lived in the twin cities for over 35 years and still learned things about Minneapolis.  Now I want to try the St. Paul tour.The only disappointment is our pictures don't seem to have loaded on the website.  We had the 2:30 tour on Sunday, July 16 and all the rest of the tours for that day are out there so I have to assume there was a glitch with our pictures.Date of experience:July 2017Ask cjl77 about St. Paul History Tour2Thank cjl77This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, General Manager at St. Paul History Tour, responded to this reviewResponded August 18, 2017We're so glad you had a good time. I've found the pictures from the 2:30 time slot if you are still searching for them. http://www.segwayphotos.com/July-2017/Minneapolis-July-16-230pm/i-V77g3Q9If this link doesn't work, please recheck the July folder on our website segwayphotos.comReport response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 117 reviews",Segways are fun!,5.0,Date of experience:July 2017,"My husband and I have always wanted to try a segway so we finally decided to give it a try.  We had a blast!  Our guides Michael, Adam and Chris were very friendly, funny and informative.  I was so glad we had a chance to go through Nicollet Island as I've always loved that neighborhood.  I've lived in the twin cities for over 35 years and still learned things about Minneapolis.  Now I want to try the St. Paul tour.The only disappointment is our pictures don't seem to have loaded on the website.  We had the 2:30 tour on Sunday, July 16 and all the rest of the tours for that day are out there so I have to assume there was a glitch with our pictures."
review_195826548,"tmarkjonesMarble Hill, Georgia7Minneapolis SegwayReview ofSt. Paul History TourReviewed March 1, 2014via mobileA great tour. Especially nice is the path on the Mississippi River. The guides were knowledgeable and helpful. Highly recommend them.Date of experience:October 2013Ask tmarkjones about St. Paul History TourThank tmarkjonesThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Minneapolis Segway,5.0,Date of experience:October 2013,A great tour. Especially nice is the path on the Mississippi River. The guides were knowledgeable and helpful. Highly recommend them.
review_220158951,"MPat49Indianapolis, Indiana147A must doReview ofSt. Paul History TourReviewed August 6, 2014If you have never been to Minneapolis or if you have been but never explored the river front then this tour is for you. The team takes plenty of time to introduce you to operating the Segway so you get comfortable from the get go, they take you around the sites on both sides of the river and stop to give you history of the area. Carmen and the rest of the guides were knowledgeable and helpful.Date of experience:August 2014Ask MPat49 about St. Paul History TourThank MPat49This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",A must do,5.0,Date of experience:August 2014,"If you have never been to Minneapolis or if you have been but never explored the river front then this tour is for you. The team takes plenty of time to introduce you to operating the Segway so you get comfortable from the get go, they take you around the sites on both sides of the river and stop to give you history of the area. Carmen and the rest of the guides were knowledgeable and helpful."
review_422245849,"Lucas KWinnipeg, Manitoba, Canada13175Let's just say that if a senior citizen can do this, so can you!Review ofSt. Paul History TourReviewed September 25, 2016We were in Minneapolis to catch the MIA party. My wife decided to throw in some fun and some culture for breakfast. So off we went to be a part of the Magical History Tour, by Segway no less. I was very excited, because getting to learn to drive a Segway has been on my bucket list of things to do, ever since I'd seen the first Segways on TV and in the movies (Mall Cop). So with bated breath, I stood on my first Segway that morning. Jim, our leader, was able to convey the very nature of how to control and guide a Segway to his new pupils, within a matter of seconds. Before long I was moving forwards and back, turning and circling. Amazing.This tour starts under the Central Ave. Bridge on SE Main St., just across from their offices. Its where we learned how to pilot these very neat little vehicles. From there we drove, convoy style East on the bike paths (trails which rate only 2nd in my experience to breadth and usability I've experienced in the Netherlands) to the Stone Arch Bridge. Jim would stop and give us a history lesson every now and then to break up the ride. Then onto the Mill City Museum across the river where we enjoyed a snack, a quick tour of the museum and then all along the river bike trails to Plymouth Ave and onto Boom Island, Nicolett Island and back to their offices where we started.Hills, both uphill and downhill, some chances to get some speed (woohoo) and just the fun of touring on something other than our feet or a bike made this a wonderful late morning early afternoon outing.The only portion that seemed out of place was the snack/lunch portion at the Mills museum which left us wondering what we should be doing. The recommended spot was a cookie stop, which left us rather wanting. A picnic en route might be a bit more appropriate, keeping the people together and perhaps even interacting.Other than that, highly recommended.Date of experience:June 2016Ask Lucas K about St. Paul History Tour1Thank Lucas KThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews","Let's just say that if a senior citizen can do this, so can you!",5.0,Date of experience:June 2016,"We were in Minneapolis to catch the MIA party. My wife decided to throw in some fun and some culture for breakfast. So off we went to be a part of the Magical History Tour, by Segway no less. I was very excited, because getting to learn to drive a Segway has been on my bucket list of things to do, ever since I'd seen the first Segways on TV and in the movies (Mall Cop). So with bated breath, I stood on my first Segway that morning. Jim, our leader, was able to convey the very nature of how to control and guide a Segway to his new pupils, within a matter of seconds. Before long I was moving forwards and back, turning and circling. Amazing.This tour starts under the Central Ave. Bridge on SE Main St., just across from their offices. Its where we learned how to pilot these very neat little vehicles. From there we drove, convoy style East on the bike paths (trails which rate only 2nd in my experience to breadth and usability I've experienced in the Netherlands) to the Stone Arch Bridge. Jim would stop and give us a history lesson every now and then to break up the ride. Then onto the Mill City Museum across the river where we enjoyed a snack, a quick tour of the museum and then all along the river bike trails to Plymouth Ave and onto Boom Island, Nicolett Island and back to their offices where we started.Hills, both uphill and downhill, some chances to get some speed (woohoo) and just the fun of touring on something other than our feet or a bike made this a wonderful late morning early afternoon outing.The only portion that seemed out of place was the snack/lunch portion at the Mills museum which left us wondering what we should be doing. The recommended spot was a cookie stop, which left us rather wanting. A picnic en route might be a bit more appropriate, keeping the people together and perhaps even interacting.Other than that, highly recommended."
review_216146096,"MicheleVaudtMinneapolis, Minnesota, United States154BeautifulReview ofSt. Paul History TourReviewed July 18, 2014via mobileWe took the history tour.  It was a beautiful day and a beautiful area to segway!  It is very informative.  I live in the area but decided to do the tour with my teenage son who asked to do it.  Our tour took a full 3 hours.>Ask MicheleVaudt about St. Paul History TourThank MicheleVaudtThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Beautiful,5.0,,We took the history tour.  It was a beautiful day and a beautiful area to segway!  It is very informative.  I live in the area but decided to do the tour with my teenage son who asked to do it.  Our tour took a full 3 hours.
review_231707587,"Leah MDenver, Colorado2Super fun tour!!Review ofSt. Paul History TourReviewed September 29, 2014I learned some really interesting facts about the city that I feel like you can't just get in books. The staff really knows details. Beautiful downtown area. And the subways are just fun!! I have been on one before but seriously it's easier than riding a bicycle! Thanks to all the guys working. Especially Ben who took our photos.Date of experience:September 2014Ask Leah M about St. Paul History TourThank Leah MThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Super fun tour!!,5.0,Date of experience:September 2014,I learned some really interesting facts about the city that I feel like you can't just get in books. The staff really knows details. Beautiful downtown area. And the subways are just fun!! I have been on one before but seriously it's easier than riding a bicycle! Thanks to all the guys working. Especially Ben who took our photos.
review_289709181,"Marcie ARegina, Canada1112Good fun!Review ofSt. Paul History TourReviewed July 17, 2015We were a little hesitant to go given the cost @ $80 USD/person but our entire family of 4 really enjoyed the tour. We went on the Magical History tour and it was very good. Michael was a great host. He has a lot of pride in the city and it showed. Chris, John and Hanna did well at keeping all the new Segway riders safely moving along.  They were quick to help out if anyone was having a bit of trouble, but it was quite surprising how quickly all of the diverse group of riders caught on. Our kids 13 and 15 had the most fun, but with all of the history that was shared the parents were happy we took the tour as well. I would recommend it to others.Date of experience:July 2015Ask Marcie A about St. Paul History Tour1Thank Marcie AThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Good fun!,5.0,Date of experience:July 2015,"We were a little hesitant to go given the cost @ $80 USD/person but our entire family of 4 really enjoyed the tour. We went on the Magical History tour and it was very good. Michael was a great host. He has a lot of pride in the city and it showed. Chris, John and Hanna did well at keeping all the new Segway riders safely moving along.  They were quick to help out if anyone was having a bit of trouble, but it was quite surprising how quickly all of the diverse group of riders caught on. Our kids 13 and 15 had the most fun, but with all of the history that was shared the parents were happy we took the tour as well. I would recommend it to others."
review_419935835,"nbwiedsnbwieds@aol.com102Magical History Tour great for MN residents too!Review ofSt. Paul History TourReviewed September 18, 2016Segway tour of the Mississippi riverfront with a lot of information about Minneapolis both past and present.  David, Colleen, and Paul gave the group instructions for driving safely on the Segway before taking to the path.  No riding on city streets. Staff encouraged questions and comments along the route.  Great fun!  Would like to go back and explore the area more.  Note :these Segway's do not have packs to take personal items with you. You can lock up purses at the office.Date of experience:September 2016Ask nbwieds about St. Paul History TourThank nbwiedsThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Magical History Tour great for MN residents too!,5.0,Date of experience:September 2016,"Segway tour of the Mississippi riverfront with a lot of information about Minneapolis both past and present.  David, Colleen, and Paul gave the group instructions for driving safely on the Segway before taking to the path.  No riding on city streets. Staff encouraged questions and comments along the route.  Great fun!  Would like to go back and explore the area more.  Note :these Segway's do not have packs to take personal items with you. You can lock up purses at the office."
review_596873194,"Chuck GFlorida Keys, Florida6715Definitely MagicalReview ofSt. Paul History TourReviewed July 16, 2018Took my wife and grand daughter on a Segway tour of Minneapolis. Both were a bit concerned about being able to ride but by the end, we didn’t want to stop! Guides Ben, Elizabeth and Chris were outstanding! They are were very friendly and gave excellent direction on riding as well as a good presentation about the history. We thoroughly enjoyed the day, which, by the way, was perfect weather wise as well. While the cost is a little strong, it was well worth it!Date of experience:July 2018Ask Chuck G about St. Paul History TourThank Chuck GThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at St. Paul History Tour, responded to this reviewResponded August 1, 2018We're glad you were able to become Segway pros! If you had trouble saying good-bye to your Segway, we'd love to have you back for a St Paul tour. Thanks for riding with us!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 117 reviews",Definitely Magical,5.0,Date of experience:July 2018,"Took my wife and grand daughter on a Segway tour of Minneapolis. Both were a bit concerned about being able to ride but by the end, we didn’t want to stop! Guides Ben, Elizabeth and Chris were outstanding! They are were very friendly and gave excellent direction on riding as well as a good presentation about the history. We thoroughly enjoyed the day, which, by the way, was perfect weather wise as well. While the cost is a little strong, it was well worth it!"
review_175806168,"councilman05grand parairie, tx.3632Can't be beatReview ofSt. Paul History TourReviewed September 4, 2013This was one of the highlights on a 12 day trip. Very informative, nice, courteous people, and learning to ride was a snap. Pricey, but well worth it. Do not miss this!Date of experience:August 2013Ask councilman05 about St. Paul History TourThank councilman05This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Can't be beat,5.0,Date of experience:August 2013,"This was one of the highlights on a 12 day trip. Very informative, nice, courteous people, and learning to ride was a snap. Pricey, but well worth it. Do not miss this!"
review_210654005,"Molly WMinneapolis, Minnesota348123Historic and Fun!Review ofSt. Paul History TourReviewed June 16, 2014This is the 3rd city my husband and I have toured by Segway. This one is our home city!  All these years we've lived right here and didn't know most of what we learned on our tour.  Bob was our tour guide and he was fun and informative. They all took great care of us and made sure we were comfortable, safe and having a good time.  I would highly recommend this tour. They offer two more, one of St. Paul and one of the Sculpture gardens....we'll be back for more.Date of experience:June 2014Ask Molly W about St. Paul History TourThank Molly WThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Historic and Fun!,5.0,Date of experience:June 2014,"This is the 3rd city my husband and I have toured by Segway. This one is our home city!  All these years we've lived right here and didn't know most of what we learned on our tour.  Bob was our tour guide and he was fun and informative. They all took great care of us and made sure we were comfortable, safe and having a good time.  I would highly recommend this tour. They offer two more, one of St. Paul and one of the Sculpture gardens....we'll be back for more."
review_484664739,"cincykitty2015Cincinnati, Ohio1128Great timeReview ofSt. Paul History TourReviewed May 16, 2017via mobileTook a Magical tour and loved it . Ben, Joy And Bryam were our guides with Ben doing the talking and guide part . Was nervous at first to do it , but instructions and practice time was great . The weather was perfect which helped make it enjoyable, too . Just the right amount of time to get drinks and time off the segways as they broke it up so not on segways the full time . We had three with us the whole time to watch over all of us so felt safe .   Ben was a great guide . Enjoyable to listen to and gave great info . Would highly  recommend it. Plan to take the St. Paul one in the future . Thumbs up!Date of experience:May 2017Ask cincykitty2015 about St. Paul History Tour2Thank cincykitty2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Great time,5.0,Date of experience:May 2017,"Took a Magical tour and loved it . Ben, Joy And Bryam were our guides with Ben doing the talking and guide part . Was nervous at first to do it , but instructions and practice time was great . The weather was perfect which helped make it enjoyable, too . Just the right amount of time to get drinks and time off the segways as they broke it up so not on segways the full time . We had three with us the whole time to watch over all of us so felt safe .   Ben was a great guide . Enjoyable to listen to and gave great info . Would highly  recommend it. Plan to take the St. Paul one in the future . Thumbs up!"
review_313860961,"limafolkKey Largo, Florida6462Great way to see some of MinneapolisReview ofSt. Paul History TourReviewed September 26, 2015We decided to take the Magical Mystery Segway Tour on our last day of vacation before we flew home.We were given a test drive with instruction, watched a safety video and did some more test driving before the tour began.Our head guide was Chris with Roop and Greg helping keep us in line; literally.We did a 6 mile loop along both sides of the Mississippi, stopping to gather some history along the way.My wife and I are not spring chickens anymore; Greg was really helpful in building my wife's confidence; she was really at ease by the end of the tour.It was just plain fun.These folks are very helpful, organized, well maintained equipment.If you visit Minneapolis for a few days, do this tour first and then check out the other places these guys recommend.Date of experience:September 2015Ask limafolk about St. Paul History Tour1Thank limafolkThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Great way to see some of Minneapolis,5.0,Date of experience:September 2015,"We decided to take the Magical Mystery Segway Tour on our last day of vacation before we flew home.We were given a test drive with instruction, watched a safety video and did some more test driving before the tour began.Our head guide was Chris with Roop and Greg helping keep us in line; literally.We did a 6 mile loop along both sides of the Mississippi, stopping to gather some history along the way.My wife and I are not spring chickens anymore; Greg was really helpful in building my wife's confidence; she was really at ease by the end of the tour.It was just plain fun.These folks are very helpful, organized, well maintained equipment.If you visit Minneapolis for a few days, do this tour first and then check out the other places these guys recommend."
review_685047851,"Yakin Bassin A1Awesome Segway Tour of Minneapolis!Review ofSt. Paul History TourReviewed June 28, 2019This was an amazing experience, from the scenery , to the friendly staff, and learning more about the City of Minneapolis.  Ray and Denny were awesome.  Their personalities shine from the time you walk in the door to the time you leave.  They definitely make sure you have a great time.  When your done there are lots of great food choices and things to do near by.  Do yourself a favor and take a tour !Date of experience:June 2019Ask Yakin Bassin A about St. Paul History TourThank Yakin Bassin AThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, Guest Relations Manager at St. Paul History Tour, responded to this reviewResponded July 14, 2019Thank you for your review! We are so happy you enjoyed all aspects of our tour. Hopefully you enjoyed the good food in the area! Come ride with us again sometime!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 117 reviews",Awesome Segway Tour of Minneapolis!,5.0,Date of experience:June 2019,"This was an amazing experience, from the scenery , to the friendly staff, and learning more about the City of Minneapolis.  Ray and Denny were awesome.  Their personalities shine from the time you walk in the door to the time you leave.  They definitely make sure you have a great time.  When your done there are lots of great food choices and things to do near by.  Do yourself a favor and take a tour !"
review_398652767,"Nancy HSanta Barbara, California, United States2344Two thumbs up!Review ofSt. Paul History TourReviewed July 29, 2016This Segway tour of Minneapolis was so much fun and very interesting  and informative! After reading reviews on Tripadvisor I got the courage to jump in and try it.  Everyone who works there was friendly and encouraging. They take their time instructing you until you feel comfortable before heading out. Believe me, if this Grandma can do it, anyone can, and should! Our guide, Chris was full of interesting details about the sights, including little known historical facts about the Mills. Take this tour, you'll be glad you did!Date of experience:July 2016Ask Nancy H about St. Paul History Tour2Thank Nancy HThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Two thumbs up!,5.0,Date of experience:July 2016,"This Segway tour of Minneapolis was so much fun and very interesting  and informative! After reading reviews on Tripadvisor I got the courage to jump in and try it.  Everyone who works there was friendly and encouraging. They take their time instructing you until you feel comfortable before heading out. Believe me, if this Grandma can do it, anyone can, and should! Our guide, Chris was full of interesting details about the sights, including little known historical facts about the Mills. Take this tour, you'll be glad you did!"
review_529521185,"Bergren2834Keep Rolling!Review ofSt. Paul History TourReviewed October 3, 2017This was my first experience on a Segway.  The instructors were fantastic, fun, knowledgable, and they had us rolling along on our Segways in 30 mins. They make sure you know how to operate your Segwayand and go over the safety rules.  They are very well organized. There were 20 of us and 4 guides.  We did the ""Insider"" tour. What a great way to see the city and learn about many interesting places.Date of experience:September 2017Ask Bergren about St. Paul History Tour1Thank BergrenThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.humanonastick, General Manager at St. Paul History Tour, responded to this reviewResponded November 13, 2017Thanks for the review! We are so happy you felt safe and enjoyed the tour!Report response as inappropriateThank you. We appreciate your input.This response is the subjective opinion of the management representative and not of TripAdvisor LLC.See all 117 reviews",Keep Rolling!,5.0,Date of experience:September 2017,"This was my first experience on a Segway.  The instructors were fantastic, fun, knowledgable, and they had us rolling along on our Segways in 30 mins. They make sure you know how to operate your Segwayand and go over the safety rules.  They are very well organized. There were 20 of us and 4 guides.  We did the ""Insider"" tour. What a great way to see the city and learn about many interesting places."
review_369963959,"aprilsheaGrand Forks, North Dakota2Truly magicalReview ofSt. Paul History TourReviewed May 3, 2016via mobileOur tour guide Chris made this event truly amazing! He took the time to ensure we were comfortable with all the moves and motions. The weather was great and the route spectacular. Our guide was incredibly knowledgeable of the area and was able to answer all our questions and showed us some really romantic and neat spots. I will definitely be recommending this tour to family and friends.Date of experience:May 2016Ask aprilshea about St. Paul History TourThank aprilsheaThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Truly magical,5.0,Date of experience:May 2016,Our tour guide Chris made this event truly amazing! He took the time to ensure we were comfortable with all the moves and motions. The weather was great and the route spectacular. Our guide was incredibly knowledgeable of the area and was able to answer all our questions and showed us some really romantic and neat spots. I will definitely be recommending this tour to family and friends.
review_402171477,"966bradhShakopee, Minnesota1Great fun!Review ofSt. Paul History TourReviewed August 6, 2016via mobileWe had a lot of fun learning to ride the segways and also learned a ton about St Paul thanks to our awesome guides Paul and Emma.  It was a great experience and well be back again!Date of experience:August 2016Ask 966bradh about St. Paul History TourThank 966bradhThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Great fun!,5.0,Date of experience:August 2016,We had a lot of fun learning to ride the segways and also learned a ton about St Paul thanks to our awesome guides Paul and Emma.  It was a great experience and well be back again!
review_398496917,"Liz HSan Jose, California163Great and safe and funReview ofSt. Paul History TourReviewed July 28, 2016via mobileWe had a wonderful time on this tour with our guides Chris, Maria, and Brandon. They were so knowledgeable about the city, history, and things to do!  The Segways were super fun and way easier to ride than I expected!!  We did this tour with our friends family with 3 teenagers (14, 17, 18) and everyone loved it. Highly recommended!Date of experience:July 2016>>>>Ask Liz H about St. Paul History TourThank Liz HThis review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read ourtransparency reportto learn more.See all 117 reviews",Great and safe and fun,5.0,Date of experience:July 2016,"We had a wonderful time on this tour with our guides Chris, Maria, and Brandon. They were so knowledgeable about the city, history, and things to do!  The Segways were super fun and way easier to ride than I expected!!  We did this tour with our friends family with 3 teenagers (14, 17, 18) and everyone loved it. Highly recommended!"
